NomePlanilha;DataUltimaCompra;Grupo;Material;Quantidade;UnidadeMedida;ValorUnitario;ValorTotalItem
FÓRUM ARAQUARÍ - AC14924;09/03/2026;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;10,00;un;89,32;893,20
FÓRUM ARAQUARÍ - AC14924;09/03/2026;REDE FRIGORIGENA;FITA ALUMINIZADA ESPECÍFICA PARA TUBULAÇÕES DE AR CONDICIONADO, ROLO DE 48 MM X 50 M;24,00;rolos;4,50;108,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;REDE FRIGORIGENA;Conjunto de calço de borracha (DN Plásticos) ou suporte tipo mão francesa;96,00;cj;30,00;2.880,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);632,00;cj;5,00;3.160,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;REDE FRIGORIGENA;PVC;32,00;pç;5,00;160,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;546,00;kg;10,00;5.460,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24. Ref.: GUERDAU;817,00;kg;10,00;8.170,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Tubo de PVC Ø100 mm (tubo com 6 m) - Tigre / Amanco;210,00;m;9,20;1.932,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Luva PVC Ø100mm;11,00;pç;4,69;51,59
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Curva 90° PVC Ø100mm;50,00;pç;4,69;234,50
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Curva 45° PVC Ø100mm;13,00;pç;4,96;64,48
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 100 mm.Ref.:Sicflux - RVA 100 MULTIVAC;149,00;pç;26,04;3.879,96
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 150 mm.Ref.:Sicflux - RVA 150 MULTIVAC;31,00;pç;44,28;1.372,68
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x165mm. Ref.: TROX AT 425x165 TROPICAL;5,00;pç;166,20;831,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x225mm. Ref.: TROX AT 425x225 TROPICAL;5,00;pç;162,13;810,65
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 525x225mm. Ref.: TROX AT 525x225 TROPICAL;7,00;pç;106,75;747,25
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;GRADE EM PLÁSTICO ABS. DIÂMETRO 100 MM. MULTIVAC;22,00;un;10,00;220,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;Elastomero;1,00;;499,68;499,68
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTOS;grelha RHN 1165 x 125;3,00;pç;172,81;518,43
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;CABO DE PP 5 X 1,5MM PARA INTERLIGAÇÃO ENTRE EVAPORADORA E CONDENSADORA;1.520,00;m;7,00;10.640,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Painel para Ventilador de ar externo (120W);1,00;cj.;500,00;500,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Painel para Ventilador de ar externo (250W);1,00;cj.;500,00;500,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Painel para Ventilador de ar externo (370W);3,00;cj.;400,00;1.200,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Painel para Ventilador de ar externo (550W);2,00;cj.;400,00;800,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Montagem Painel Eletrico;7,00;pç;300,00;2.100,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Material eletrico;1,00;pç;433,20;433,20
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Intertravamento para exaustor de banheiro.;22,00;pç.;300,00;6.600,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Cabo flexivel;4,00;rl;115,00;460,00
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Sensor de Corrente;1,00;;279,37;279,37
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Material Eletrico;1,00;;237,46;237,46
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;Fita Auto Fusão;1,00;;217,47;217,47
FÓRUM ARAQUARÍ - AC14924;09/03/2026;DUTO;terminal;1,00;;460,17;460,17
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/4"" (369m) / Eluma";52,20;kg;75,00;3.915,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (619m) / Eluma";137,40;kg;75,00;10.305,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (474m) / Eluma";143,40;kg;75,00;10.755,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (433m) / Eluma";165,90;kg;75,00;12.442,50
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 1/4” espessura de 9mm. Ref.: Armacel;369,00;m;5,80;2.140,20
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 3/8” espessura de 13mm.  Ref.: Armacel;619,00;m;6,00;3.714,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 1/2” espessura de 19mm.  Ref.: Armacel;474,00;m;9,54;4.521,96
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 5/8” espessura de 19mm.  Ref.: Armacel;433,00;m;10,65;4.611,45
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;36,00;pç;18,00;648,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Caixa de espera para condensadora para até 5 condensadoras com tampa para acabamento. Ref.: Polar;35,00;pç;64,13;2.244,55
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás nitrogênio;18,00;unid.;180,00;3.240,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás acetileno;13,00;unid.;100,00;1.300,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás Oxigenio;13,00;unid.;100,00;1.300,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);12,00;pç;30,00;360,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);139,50;kg;75,00;10.462,50
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;10,00;un;100,00;1.000,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;88,00;cj;60,00;5.280,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);632,00;cj;5,00;3.160,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;781,00;kg;10,00;7.810,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;186,00;m²;14,00;2.604,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Tubo de PVC Ø100 mm (tubo com 6 m) - Tigre / Amanco;112,00;m;15,00;1.680,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Luva PVC Ø100mm;20,00;pç;4,70;94,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Joelho 90° PVC Ø100mm;10,00;pç;6,00;60,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Joelho 45° PVC Ø100mm;2,00;pç;6,00;12,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;"Junção em ""Y"" PVC Ø100mm";10,00;pç;8,50;85,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 100 mm.Ref.:Sicflux - RVA 100;74,00;pç;28,47;2.106,78
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 150 mm.Ref.:Sicflux - RVA 150;6,00;pç;40,00;240,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grade em plástico abs. Diâmetro 100 mm. Ref.:Sicflux - GVAF 100;14,00;pç;25,00;350,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 325x165mm. Ref.: TROX AT 325x165;1,00;pç;80,00;80,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x165mm. Ref.: TROX AT 425x165;1,00;pç;89,00;89,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x225mm. Ref.: TROX AT 425x225;1,00;pç;107,00;107,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 525x225mm. Ref.: TROX AT 525x225;3,00;pç;119,00;357,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Cabo elétrico 1,5mm²;2.844,00;m;1,80;5.119,20
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (120W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (250W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (370W);3,00;cj.;1.200,00;3.600,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (550W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Intertravamento para exaustor de banheiro.;14,00;pç.;300,00;4.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/4"" (369m) / Eluma";52,20;kg;75,00;3.915,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (619m) / Eluma";137,40;kg;75,00;10.305,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (474m) / Eluma";143,40;kg;75,00;10.755,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (433m) / Eluma";165,90;kg;75,00;12.442,50
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 1/4” espessura de 9mm. Ref.: Armacel;369,00;m;5,80;2.140,20
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 3/8” espessura de 13mm.  Ref.: Armacel;619,00;m;6,00;3.714,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 1/2” espessura de 19mm.  Ref.: Armacel;474,00;m;9,54;4.521,96
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 5/8” espessura de 19mm.  Ref.: Armacel;433,00;m;10,65;4.611,45
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;36,00;pç;18,00;648,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Caixa de espera para condensadora para até 5 condensadoras com tampa para acabamento. Ref.: Polar;35,00;pç;64,13;2.244,55
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás nitrogênio;18,00;unid.;180,00;3.240,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás acetileno;13,00;unid.;100,00;1.300,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás Oxigenio;13,00;unid.;100,00;1.300,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);12,00;pç;30,00;360,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);139,50;kg;75,00;10.462,50
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;10,00;un;100,00;1.000,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;88,00;cj;60,00;5.280,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);632,00;cj;5,00;3.160,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;781,00;kg;10,00;7.810,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;186,00;m²;14,00;2.604,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Tubo de PVC Ø100 mm (tubo com 6 m) - Tigre / Amanco;112,00;m;15,00;1.680,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Luva PVC Ø100mm;20,00;pç;4,70;94,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Joelho 90° PVC Ø100mm;10,00;pç;6,00;60,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Joelho 45° PVC Ø100mm;2,00;pç;6,00;12,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;"Junção em ""Y"" PVC Ø100mm";10,00;pç;8,50;85,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 100 mm.Ref.:Sicflux - RVA 100;74,00;pç;28,47;2.106,78
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 150 mm.Ref.:Sicflux - RVA 150;6,00;pç;40,00;240,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grade em plástico abs. Diâmetro 100 mm. Ref.:Sicflux - GVAF 100;14,00;pç;25,00;350,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 325x165mm. Ref.: TROX AT 325x165;1,00;pç;80,00;80,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x165mm. Ref.: TROX AT 425x165;1,00;pç;89,00;89,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x225mm. Ref.: TROX AT 425x225;1,00;pç;107,00;107,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 525x225mm. Ref.: TROX AT 525x225;3,00;pç;119,00;357,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Cabo elétrico 1,5mm²;2.844,00;m;1,80;5.119,20
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (120W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (250W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (370W);3,00;cj.;1.200,00;3.600,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (550W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Intertravamento para exaustor de banheiro.;14,00;pç.;300,00;4.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/4"" (369m) / Eluma";78,23;kg;69,87;5.465,93
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (619m) / Eluma";130,86;kg;69,87;9.143,19
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (474m) / Eluma";140,00;kg;69,87;9.781,80
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (433m) / Eluma";104,00;kg;69,87;7.266,48
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 1/4” espessura de 9mm. Ref.: Armacel;636,00;m;3,33;2.117,88
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 3/8” espessura de 13mm.  Ref.: Armacel;678,00;m;5,21;3.532,38
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 1/2” espessura de 19mm.  Ref.: Armacel;391,00;m;6,66;2.604,06
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Tubo de isolamento constituído de espuma elastomérica para isolamento do tubo de cobre de Ø 5/8” espessura de 19mm.  Ref.: Armacel;400,00;m;10,47;4.188,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;36,00;pç;10,44;375,84
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Caixa de espera para condensadora para até 5 condensadoras com tampa para acabamento. Ref.: Polar;35,00;pç;35,04;1.226,40
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás nitrogênio;19,00;unid.;180,00;3.420,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás acetileno;14,00;unid.;100,00;1.400,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás Oxigenio;14,00;unid.;100,00;1.400,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);12,00;pç;30,00;360,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás R410 Honeywell;34,00;kg;68,40;2.325,60
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Gás R32;9,00;kg;65,02;585,18
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;10,00;un;100,00;1.000,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;88,00;cj;60,00;5.280,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Calço Podium - 352pç;1,00;;1.723,05;1.723,05
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);632,00;cj;5,00;3.160,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;REDE FRIGORIGENA;Parafusos;1,00;cj;725,36;725,36
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;781,00;kg;10,00;7.810,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;186,00;m²;14,00;2.604,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Tubo de PVC Ø100 mm (tubo com 6 m) - Tigre / Amanco;112,00;m;8,65;968,80
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Luva PVC Ø100mm;20,00;pç;3,99;79,80
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Joelho 90° PVC Ø100mm;10,00;pç;3,89;38,90
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Joelho 45° PVC Ø100mm;2,00;pç;6,00;12,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;"Junção em ""Y"" PVC Ø100mm";10,00;pç;13,86;138,60
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 100 mm.Ref.:Sicflux - RVA 100;74,00;pç;28,22;2.088,24
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Difusor circular com regulagem de vazão, em plástico abs. Diâmetro 150 mm.Ref.:Sicflux - RVA 150;6,00;pç;42,33;254,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grade em plástico abs. Diâmetro 100 mm. Ref.:Sicflux - GVAF 100;14,00;pç;11,60;162,36
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 325x165mm. Ref.: TROX AT 325x165;1,00;pç;77,08;77,08
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x165mm. Ref.: TROX AT 425x165;1,00;pç;89,23;89,23
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 425x225mm. Ref.: TROX AT 425x225;1,00;pç;103,98;103,98
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTOS;Grelha externa de ar para renovação do ar.  Dimensão 525x225mm. Ref.: TROX AT 525x225;3,00;pç;118,61;355,83
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Cabo elétrico 1,5mm²;1.000,00;m;1,00;1.000,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Seal Tube + Conector;10,00;;18,30;183,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (120W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (250W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (370W);3,00;cj.;1.200,00;3.600,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Painel para Ventilador de ar externo (550W);1,00;cj.;1.200,00;1.200,00
FÓRUM SÃO LOURENÇO - AC16523;13/12/2024;DUTO;Intertravamento para exaustor de banheiro.;14,00;pç.;300,00;4.200,00
GIASSI FLORIANÓPOLIS - DUTOS ÁREA DE VENDAS_ AC10924-R1;24/09/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26.;1.520,00;kg;9,56;14.531,20
GIASSI FLORIANÓPOLIS - DUTOS ÁREA DE VENDAS_ AC10924-R1;24/09/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24.;3.809,00;kg;9,56;36.414,04
GIASSI FLORIANÓPOLIS - DUTOS ÁREA DE VENDAS_ AC10924-R1;24/09/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #22.;5.405,00;kg;9,56;51.671,80
GIASSI FLORIANÓPOLIS - DUTOS ÁREA DE VENDAS_ AC10924-R1;24/09/2024;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;1.650,00;m²;14,13;23.314,50
GIASSI FLORIANÓPOLIS - DUTOS ÁREA DE VENDAS_ AC10924-R1;24/09/2024;DUTOS;Clips e Cabo de Aço;1,00;vb;3.693,00;3.693,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;CAIXA DE PASSAGEM PARA SPLIT. REF: POLAR;15,00;PÇ;15,00;225,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF: ELUMA;1,00;VB;500,00;500,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;GÁS NITROGÊNIO;3,00;UNID.;180,00;540,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;GÁS ACETILENO;11,00;UNID.;210,00;2.310,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;GÁS OXIGENIO;11,00;UNID.;130,00;1.430,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);2,00;PÇ;30,00;60,00
GIASSI FORQUILHINHA - COMBO 08 FINAL - AC02325;28/07/2025;REDE FRIGORIGENA;GÁS R410A. REF.: EOS (SPLIT);25,00;KG;85,00;2.125,00
